Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Application_Date,Approval_Date,Loan_Status,Default_Status
L007006,C03022,B029,Personal,2800,8.98,60,2024-03-13,2024-03-18,Approved,Current
L007007,C01455,B021,Auto,65400,12.25,60,2023-08-03,2023-08-06,Approved,Current
L007008,C02772,B004,Education,0,12.03,48,2023-06-24,2023-07-14,Rejected,Current
L007009,C00553,B018,Auto,19400,11.16,72,2023-04-24,2023-05-03,Approved,Current
L007010,C03591,B014,Home,443100,9.56,36,2024-05-17,2024-05-25,Approved,Current
L007011,C04958,B021,Personal,0,12.8,72,2023-06-03,2023-06-05,Rejected,Current
L007012,C02506,B017,Personal,0,13.98,12,2023-10-08,2023-10-27,Rejected,Current
L007013,C02086,B019,Personal,22600,10.37,60,2024-02-24,2024-03-11,Approved,Current
L007014,C00676,B028,Auto,34500,11.09,36,2025-09-28,2025-10-14,Approved,Current
L007015,C01594,B006,Business,218400,12.54,60,2023-11-13,2023-11-17,Approved,Current
L007016,C04398,B004,Business,44200,12.6,12,2023-11-26,2023-12-06,Approved,Default
L007017,C02683,B016,Business,83800,12.97,24,2023-03-27,2023-04-13,Approved,Current
L007018,C03779,B010,Personal,29800,14.43,12,2024-07-29,2024-08-13,Approved,Current
L007019,C03265,B011,Business,148600,11.2,48,2024-02-21,2024-03-10,Approved,Current
L007020,C01938,B012,Auto,31300,14.19,36,2023-07-23,2023-07-25,Approved,Current
L007021,C04994,B004,Home,0,15.77,36,2024-07-04,2024-07-12,Rejected,Current
L007022,C00616,B016,Auto,0,10.8,48,2023-02-17,2023-02-27,Rejected,Current
L007023,C04228,B015,Personal,19200,11.92,36,2024-10-09,2024-10-10,Approved,Current
L007024,C01632,B009,Personal,26400,10.02,72,2024-01-27,2024-02-14,Approved,Current
L007025,C00945,B004,Home,178900,13.92,48,2024-04-28,2024-05-14,Approved,Current
L007026,C04981,B004,Personal,0,9.86,36,2025-06-14,2025-06-24,Rejected,Current
L007027,C03477,B019,Home,120000,11.91,48,2024-12-22,2024-12-27,Approved,Current
L007028,C00471,B002,Home,0,12.7,72,2024-09-11,2024-09-20,Rejected,Current
L007029,C01956,B024,Education,21600,10.23,36,2023-12-07,2023-12-17,Approved,Current
L007030,C02397,B011,Education,0,10.26,48,2024-01-05,2024-01-10,Rejected,Current
L007031,C03907,B003,Education,80000,13.44,36,2023-06-13,2023-06-20,Approved,Current
L007032,C02091,B028,Business,45400,11.55,36,2025-05-18,2025-05-24,Approved,Current
L007033,C02824,B028,Education,0,11.08,48,2025-03-08,2025-03-22,Rejected,Current
L007034,C02530,B011,Auto,0,11.58,60,2024-08-24,2024-09-11,Rejected,Current
L007035,C04174,B006,Education,75100,9.84,36,2025-11-18,2025-12-01,Approved,Current
L007036,C01060,B002,Auto,19400,10.48,36,2025-04-09,2025-04-19,Approved,Current
L007037,C00647,B015,Business,62800,14.32,60,2024-06-06,2024-06-20,Approved,Default
L007038,C01354,B029,Personal,17500,14.52,60,2023-03-14,2023-03-22,Approved,Default
L007039,C02700,B008,Auto,24400,12.63,12,2023-08-06,2023-08-20,Approved,Current
L007040,C00764,B009,Education,0,12.97,60,2023-04-28,2023-05-02,Rejected,Current
L007041,C04072,B005,Home,564500,13.92,72,2023-09-13,2023-09-22,Approved,Current
L007042,C02327,B009,Personal,0,12.93,24,2023-03-13,2023-03-19,Rejected,Current
L007043,C00459,B001,Home,120200,12.92,72,2023-08-01,2023-08-03,Approved,Current
L007044,C00692,B024,Auto,25800,11.79,24,2023-03-13,2023-03-16,Approved,Default
L007045,C02573,B018,Business,118700,12.74,84,2025-04-02,2025-04-13,Approved,Current
L007046,C02540,B010,Home,222700,12.22,48,2025-09-04,2025-09-21,Approved,Default
L007047,C04170,B008,Personal,13100,13.76,60,2024-03-03,2024-03-04,Approved,Current
L007048,C00819,B017,Education,11400,13.03,12,2025-01-29,2025-02-01,Approved,Current
L007049,C04251,B014,Business,0,13.34,24,2024-03-07,2024-03-21,Rejected,Current
L007050,C00519,B001,Personal,0,14.03,84,2025-07-20,2025-07-31,Rejected,Current
L007051,C04471,B011,Business,66600,10.94,84,2023-07-29,2023-08-14,Approved,Current
L007052,C03992,B009,Home,374000,15.21,36,2025-06-11,2025-06-25,Approved,Default
L007053,C00343,B010,Home,253800,9.66,36,2023-09-07,2023-09-26,Approved,Current
L007054,C04644,B003,Business,0,15.01,12,2025-11-08,2025-11-17,Rejected,Current
L007055,C02794,B017,Business,0,14.82,84,2024-06-18,2024-06-20,Rejected,Current
L007056,C03175,B011,Home,479900,13.95,72,2024-07-16,2024-07-26,Approved,Current
L007057,C04532,B024,Personal,9500,11.62,24,2024-02-25,2024-02-28,Approved,Current
L007058,C00444,B004,Personal,0,13.79,36,2025-01-31,2025-02-15,Rejected,Current
L007059,C04575,B001,Education,21800,16.81,84,2023-03-21,2023-04-02,Approved,Current
L007060,C03705,B025,Business,112000,13.72,24,2024-10-05,2024-10-24,Approved,Current
L007061,C01901,B018,Home,266100,12.2,72,2024-03-13,2024-03-22,Approved,Current
L007062,C01518,B027,Home,0,13.07,36,2023-08-22,2023-09-05,Rejected,Current
L007063,C04133,B015,Home,127000,10.64,12,2023-11-06,2023-11-21,Approved,Current
L007064,C01557,B011,Business,121500,12.94,24,2023-01-06,2023-01-17,Approved,Current
L007065,C00098,B017,Home,128300,11.16,60,2024-01-26,2024-02-06,Approved,Current
L007066,C02862,B017,Home,148300,9.27,24,2025-03-12,2025-03-15,Approved,Current
L007067,C01045,B018,Auto,0,12.65,12,2023-03-09,2023-03-20,Rejected,Current
L007068,C00468,B014,Personal,10500,10.7,60,2024-06-08,2024-06-09,Approved,Current
L007069,C00354,B025,Personal,21000,12.73,60,2024-12-13,2024-12-17,Approved,Current
L007070,C00072,B008,Home,259100,10.96,72,2025-03-15,2025-04-04,Approved,Current
L007071,C01376,B004,Auto,32700,9.73,48,2024-02-26,2024-03-07,Approved,Current
L007072,C01076,B018,Business,208100,15.75,12,2024-12-18,2025-01-05,Approved,Current
L007073,C01246,B011,Home,0,12.78,12,2023-08-17,2023-08-18,Rejected,Current
L007074,C01024,B009,Personal,17600,12.12,60,2025-07-15,2025-07-18,Approved,Current
L007075,C01821,B008,Home,0,14.98,72,2024-12-23,2024-12-26,Rejected,Current
L007076,C00990,B012,Personal,47300,12.2,60,2025-04-07,2025-04-26,Approved,Current
L007077,C04556,B011,Personal,12500,12.37,36,2025-10-11,2025-10-29,Approved,Current
L007078,C02549,B005,Auto,27600,10.98,60,2023-09-26,2023-10-09,Approved,Current
L007079,C04813,B010,Education,0,10.69,12,2025-07-05,2025-07-08,Rejected,Current
L007080,C04463,B015,Business,118200,9.71,60,2023-06-21,2023-07-09,Approved,Current
L007081,C03722,B026,Business,328400,13.09,36,2025-03-06,2025-03-25,Approved,Current
L007082,C03108,B026,Auto,36600,12.3,72,2025-09-21,2025-09-29,Approved,Current
L007083,C04703,B011,Business,79600,11.83,36,2025-08-16,2025-08-30,Approved,Current
L007084,C02576,B002,Business,105400,10.21,36,2025-06-06,2025-06-07,Approved,Current
L007085,C03047,B010,Auto,0,11.96,36,2023-09-07,2023-09-08,Rejected,Current
L007086,C00749,B003,Home,166800,13.37,60,2023-03-08,2023-03-16,Approved,Current
L007087,C01700,B008,Personal,46000,14.36,24,2025-02-24,2025-03-08,Approved,Current
L007088,C00602,B012,Home,266300,12.23,12,2025-11-24,2025-12-02,Approved,Current
L007089,C04716,B029,Education,55100,12.34,60,2024-01-16,2024-01-27,Approved,Current
L007090,C00255,B015,Auto,55900,10.48,72,2024-09-30,2024-10-14,Approved,Current
L007091,C02978,B029,Personal,12200,12.46,60,2024-12-23,2025-01-10,Approved,Current
L007092,C02725,B015,Auto,91600,10.95,36,2023-08-28,2023-09-09,Approved,Current
L007093,C00836,B024,Home,69700,9.24,36,2023-02-09,2023-02-17,Approved,Current
L007094,C01851,B007,Education,33600,12.63,36,2025-01-03,2025-01-04,Approved,Current
L007095,C04765,B030,Personal,0,13.11,60,2025-04-03,2025-04-13,Rejected,Current
L007096,C03103,B025,Auto,12500,11.82,36,2023-06-04,2023-06-09,Approved,Current
L007097,C03650,B023,Auto,53500,14.24,48,2024-12-18,2025-01-01,Approved,Current
L007098,C02534,B015,Education,19100,12.1,60,2025-04-04,2025-04-12,Approved,Current
L007099,C02307,B013,Auto,0,11.05,48,2025-11-01,2025-11-13,Rejected,Current
L007100,C04349,B010,Business,28700,10.37,48,2023-01-12,2023-01-16,Approved,Current
L007101,C00494,B019,Personal,0,14.06,84,2023-04-18,2023-05-06,Rejected,Current
L007102,C03306,B017,Personal,9200,10.43,36,2023-02-08,2023-02-23,Approved,Current
L007103,C01131,B015,Home,154400,14.44,60,2025-01-03,2025-01-09,Approved,Current
L007104,C04432,B003,Auto,75000,12.59,60,2023-02-17,2023-02-28,Approved,Current
L007105,C03785,B018,Home,495600,12.27,24,2023-12-13,2023-12-26,Approved,Current
L007106,C02101,B022,Personal,0,12.12,84,2025-04-14,2025-05-04,Rejected,Current
L007107,C04016,B005,Auto,13300,8.12,60,2025-02-06,2025-02-08,Approved,Current
L007108,C04041,B010,Auto,16500,12.45,12,2025-05-14,2025-05-23,Approved,Current
L007109,C01777,B027,Home,202000,14.17,60,2025-03-15,2025-03-24,Approved,Current
L007110,C01868,B009,Personal,11600,10.59,24,2025-07-24,2025-07-26,Approved,Current
L007111,C02735,B013,Education,40200,9.75,36,2025-10-05,2025-10-08,Approved,Current
L007112,C03332,B024,Auto,80400,15.47,36,2025-02-22,2025-03-04,Approved,Current
L007113,C03441,B021,Personal,10500,12.2,36,2025-08-01,2025-08-19,Approved,Current
L007114,C00210,B002,Auto,19600,15.34,60,2023-01-18,2023-02-05,Approved,Current
L007115,C03114,B029,Home,0,16.03,60,2025-03-20,2025-03-21,Rejected,Current
L007116,C02730,B010,Home,160900,12.55,48,2025-10-22,2025-11-06,Approved,Current
L007117,C04990,B028,Home,190400,10.17,48,2025-12-12,2025-12-25,Approved,Current
L007118,C04070,B022,Business,96100,12.77,36,2025-09-09,2025-09-24,Approved,Current
L007119,C04433,B010,Education,0,12.64,12,2025-08-17,2025-08-21,Rejected,Current
L007120,C04771,B014,Personal,22300,11.67,36,2025-05-06,2025-05-25,Approved,Current
L007121,C04201,B021,Personal,17400,14.97,12,2025-02-10,2025-02-13,Approved,Current
L007122,C03762,B020,Personal,18400,11.47,72,2024-10-05,2024-10-18,Approved,Current
L007123,C04799,B024,Auto,33500,13.13,60,2023-09-17,2023-09-24,Approved,Current
L007124,C01148,B030,Personal,17400,12.61,84,2023-02-24,2023-03-08,Approved,Current
L007125,C03782,B024,Business,0,10.93,24,2024-05-24,2024-05-26,Rejected,Current
L007126,C01291,B008,Home,0,10.82,60,2024-04-01,2024-04-17,Rejected,Current
L007127,C03115,B005,Auto,34600,12.99,24,2025-07-18,2025-07-26,Approved,Current
L007128,C03879,B022,Home,140600,16.46,60,2023-08-05,2023-08-17,Approved,Default
L007129,C02701,B019,Education,37400,10.9,48,2023-09-02,2023-09-04,Approved,Current
L007130,C00674,B022,Personal,0,11.37,60,2025-02-16,2025-03-04,Rejected,Current
L007131,C02976,B019,Auto,32300,15.06,60,2025-11-21,2025-12-06,Approved,Current
L007132,C02372,B024,Auto,55000,12.31,48,2023-09-18,2023-09-27,Approved,Current
L007133,C00757,B028,Auto,14800,14.79,48,2023-06-06,2023-06-21,Approved,Current
L007134,C04297,B009,Home,0,11.68,12,2024-01-30,2024-02-02,Rejected,Current
L007135,C04338,B011,Personal,0,13.5,36,2025-12-12,2025-12-23,Rejected,Current
L007136,C02902,B005,Auto,71100,12.71,36,2023-11-08,2023-11-27,Approved,Current
L007137,C01488,B009,Business,106100,11.67,60,2023-02-09,2023-02-24,Approved,Current
L007138,C00968,B008,Personal,13500,11.71,36,2023-09-04,2023-09-05,Approved,Current
L007139,C03013,B027,Home,82300,11.05,36,2025-09-07,2025-09-14,Approved,Current
L007140,C02353,B024,Personal,12900,13.5,60,2024-08-10,2024-08-14,Approved,Current
L007141,C04410,B011,Auto,29200,12.89,60,2025-08-21,2025-08-22,Approved,Current
L007142,C02844,B018,Business,0,12.68,36,2024-08-26,2024-09-15,Rejected,Current
L007143,C00883,B008,Auto,0,13.07,24,2025-01-02,2025-01-13,Rejected,Current
L007144,C00498,B021,Home,192600,12.78,48,2024-09-17,2024-10-06,Approved,Current
L007145,C03429,B013,Personal,0,12.74,48,2025-02-22,2025-03-06,Rejected,Current
L007146,C01906,B011,Business,115200,12.7,72,2024-10-01,2024-10-09,Approved,Current
L007147,C01541,B006,Home,154500,10.62,48,2025-01-29,2025-02-11,Approved,Current
L007148,C01999,B025,Personal,0,15.6,72,2023-09-30,2023-10-05,Rejected,Current
L007149,C01333,B016,Auto,0,13.99,48,2023-11-27,2023-11-28,Rejected,Current
L007150,C03367,B018,Personal,25400,11.62,60,2024-04-14,2024-05-02,Approved,Current
L007151,C01573,B010,Business,57500,12.4,48,2024-03-03,2024-03-05,Approved,Default
L007152,C03665,B030,Personal,0,11.54,36,2023-10-27,2023-11-05,Rejected,Current
L007153,C03455,B017,Home,225100,12.08,12,2025-01-09,2025-01-22,Approved,Current
L007154,C03817,B002,Personal,10000,11.71,60,2025-03-19,2025-04-01,Approved,Current
L007155,C01361,B018,Auto,34100,11.2,72,2024-05-08,2024-05-23,Approved,Current
L007156,C00564,B024,Home,0,13.77,60,2023-08-22,2023-09-11,Rejected,Current
L007157,C00734,B011,Business,125400,9.44,36,2025-05-21,2025-05-30,Approved,Current
L007158,C00753,B023,Home,393800,12.73,60,2025-02-09,2025-02-24,Approved,Current
L007159,C02357,B002,Personal,13300,11.64,60,2023-04-01,2023-04-08,Approved,Current
L007160,C04244,B002,Personal,0,13.46,60,2025-01-21,2025-02-01,Rejected,Current
L007161,C02975,B025,Education,31300,9.41,12,2024-05-19,2024-05-24,Approved,Current
L007162,C03987,B018,Home,0,12.16,48,2025-11-02,2025-11-11,Rejected,Current
L007163,C02716,B009,Auto,32100,14.62,48,2023-06-28,2023-07-12,Approved,Current
L007164,C01786,B022,Education,0,14.68,60,2023-07-01,2023-07-20,Rejected,Current
L007165,C04788,B016,Personal,16400,15.86,60,2024-10-19,2024-11-03,Approved,Default
L007166,C02634,B027,Auto,65700,13.18,36,2025-03-18,2025-04-03,Approved,Current
L007167,C02093,B017,Personal,16900,13.81,24,2023-04-07,2023-04-27,Approved,Current
L007168,C01806,B010,Personal,8300,13.11,72,2023-07-28,2023-08-12,Approved,Current
L007169,C03364,B022,Personal,16600,10.91,60,2025-09-27,2025-10-12,Approved,Current
L007170,C04360,B017,Business,41900,8.25,48,2023-02-13,2023-02-17,Approved,Current
L007171,C03056,B027,Home,155300,8.92,36,2025-01-15,2025-02-03,Approved,Current
L007172,C01249,B006,Personal,14800,14.33,84,2023-05-16,2023-06-04,Approved,Current
L007173,C00216,B001,Personal,48900,10.4,24,2024-11-06,2024-11-11,Approved,Current
L007174,C03946,B013,Personal,0,11.44,72,2025-07-26,2025-07-28,Rejected,Current
L007175,C04327,B006,Business,99600,12.9,36,2024-06-25,2024-06-26,Approved,Current
L007176,C01726,B026,Home,0,12.12,24,2023-08-08,2023-08-17,Rejected,Current
L007177,C02702,B019,Education,22500,15.78,36,2025-08-27,2025-09-04,Approved,Current
L007178,C01201,B006,Business,43300,16.77,60,2025-10-03,2025-10-15,Approved,Current
L007179,C03635,B019,Business,127000,10.06,48,2024-07-12,2024-07-15,Approved,Current
L007180,C01541,B012,Personal,22000,9.92,48,2025-01-29,2025-02-06,Approved,Current
L007181,C04803,B029,Personal,0,11.88,60,2023-01-29,2023-02-16,Rejected,Current
L007182,C00513,B026,Auto,19600,13.14,60,2025-01-31,2025-02-09,Approved,Current
L007183,C03712,B022,Home,310200,13.19,60,2023-05-01,2023-05-05,Approved,Current
L007184,C03937,B011,Home,73300,12.98,24,2023-01-15,2023-01-31,Approved,Current
L007185,C02353,B022,Personal,0,11.39,36,2023-08-08,2023-08-26,Rejected,Current
L007186,C03833,B007,Education,0,10.76,36,2023-11-03,2023-11-13,Rejected,Current
L007187,C04447,B022,Personal,24500,14.07,24,2025-04-03,2025-04-20,Approved,Current
L007188,C00803,B006,Personal,31000,11.48,36,2024-04-16,2024-04-24,Approved,Current
L007189,C04547,B030,Auto,19800,12.68,60,2024-11-17,2024-11-19,Approved,Current
L007190,C00902,B015,Personal,9600,11.24,12,2023-12-15,2023-12-25,Approved,Current
L007191,C04159,B006,Personal,40300,13.31,12,2023-01-02,2023-01-14,Approved,Current
L007192,C01789,B009,Personal,17400,12.74,60,2025-05-27,2025-06-03,Approved,Current
L007193,C04601,B023,Personal,21600,12.0,36,2025-11-21,2025-11-28,Approved,Current
L007194,C02313,B024,Personal,29700,12.94,60,2025-05-28,2025-06-10,Approved,Default
L007195,C01700,B018,Personal,10600,15.81,72,2023-10-02,2023-10-21,Approved,Current
L007196,C03151,B003,Home,303800,14.89,36,2024-10-07,2024-10-17,Approved,Default
L007197,C01209,B002,Home,263100,13.89,12,2023-12-20,2024-01-09,Approved,Current
L007198,C02994,B013,Home,0,13.6,48,2024-03-17,2024-03-23,Rejected,Current
L007199,C02543,B029,Auto,71100,11.89,84,2025-02-07,2025-02-20,Approved,Current
L007200,C01595,B011,Personal,18600,10.42,48,2025-02-12,2025-03-02,Approved,Current
L007201,C03442,B005,Personal,27200,14.12,36,2024-09-02,2024-09-18,Approved,Current
L007202,C01839,B024,Business,97400,12.6,48,2023-07-13,2023-07-20,Approved,Current
L007203,C04860,B030,Auto,34700,13.42,24,2024-02-29,2024-03-08,Approved,Current
L007204,C03673,B030,Personal,9700,10.7,60,2024-01-19,2024-01-27,Approved,Current
L007205,C02903,B005,Education,24700,11.64,60,2025-04-04,2025-04-20,Approved,Current
L007206,C02340,B012,Auto,11900,14.6,60,2024-09-28,2024-10-06,Approved,Current
L007207,C04522,B002,Personal,16700,12.01,36,2024-06-26,2024-07-11,Approved,Current
L007208,C02343,B018,Education,57900,13.55,60,2023-01-13,2023-01-21,Approved,Current
L007209,C04929,B010,Home,283800,14.22,72,2023-03-12,2023-03-18,Approved,Current
L007210,C00500,B018,Education,29800,10.76,84,2025-12-10,2025-12-11,Approved,Current
L007211,C03628,B030,Personal,0,13.18,60,2024-07-30,2024-08-15,Rejected,Current
L007212,C00845,B004,Personal,13400,13.46,36,2024-07-10,2024-07-23,Approved,Current
L007213,C03664,B026,Auto,19300,13.87,36,2024-09-16,2024-09-20,Approved,Current
L007214,C01061,B021,Personal,28200,10.0,48,2024-07-18,2024-08-05,Approved,Current
L007215,C02682,B022,Personal,7700,12.27,48,2024-03-16,2024-03-23,Approved,Current
L007216,C01421,B029,Business,0,13.55,60,2023-05-24,2023-05-25,Rejected,Current
L007217,C00750,B007,Personal,0,13.86,24,2025-02-18,2025-02-23,Rejected,Current
L007218,C01948,B024,Education,31400,11.2,48,2023-09-29,2023-10-07,Approved,Current
L007219,C01046,B021,Home,189600,12.82,36,2025-12-11,2025-12-15,Approved,Current
L007220,C03412,B003,Business,106500,11.82,60,2024-08-17,2024-08-24,Approved,Current
L007221,C04591,B005,Home,558900,12.79,36,2024-08-10,2024-08-26,Approved,Current
L007222,C03475,B001,Home,190800,10.34,48,2024-01-01,2024-01-06,Approved,Current
L007223,C01227,B007,Home,217400,13.37,36,2024-10-25,2024-11-11,Approved,Current
L007224,C02974,B012,Auto,0,13.0,36,2024-07-23,2024-08-03,Rejected,Current
L007225,C01370,B024,Home,0,16.51,48,2024-03-28,2024-04-15,Rejected,Current
L007226,C01039,B022,Personal,46500,11.18,48,2025-02-07,2025-02-12,Approved,Current
L007227,C01788,B016,Personal,0,9.31,36,2024-03-30,2024-04-02,Rejected,Current
L007228,C01653,B022,Personal,0,15.16,48,2024-05-10,2024-05-30,Rejected,Current
L007229,C04716,B025,Home,0,10.99,24,2024-08-22,2024-08-25,Rejected,Current
L007230,C04723,B007,Auto,44100,14.02,72,2023-07-08,2023-07-20,Approved,Current
L007231,C04368,B008,Personal,47800,14.57,72,2024-04-28,2024-05-13,Approved,Current
L007232,C00420,B015,Personal,0,12.29,36,2025-12-11,2025-12-20,Rejected,Current
L007233,C02898,B006,Education,48000,11.43,12,2024-09-10,2024-09-24,Approved,Current
L007234,C04585,B005,Auto,109500,10.29,72,2024-07-11,2024-07-19,Approved,Current
L007235,C03303,B023,Education,0,14.73,36,2023-05-25,2023-06-12,Rejected,Current
L007236,C00796,B016,Education,22400,11.85,24,2024-05-03,2024-05-13,Approved,Current
L007237,C02810,B020,Personal,0,12.2,72,2024-08-19,2024-09-05,Rejected,Current
L007238,C00467,B012,Education,33700,11.97,72,2025-11-19,2025-12-04,Approved,Current
L007239,C04536,B010,Personal,12500,12.88,12,2023-12-28,2023-12-30,Approved,Current
L007240,C01355,B012,Education,0,12.29,36,2025-05-10,2025-05-13,Rejected,Current
L007241,C00273,B021,Home,142600,9.85,60,2024-11-09,2024-11-18,Approved,Current
L007242,C02750,B022,Home,198100,10.07,36,2023-09-06,2023-09-25,Approved,Current
L007243,C03490,B025,Auto,15000,12.18,60,2024-12-11,2024-12-28,Approved,Current
L007244,C03869,B012,Business,36000,14.08,12,2025-11-26,2025-11-28,Approved,Default
L007245,C03652,B002,Auto,27300,13.93,60,2025-08-24,2025-08-30,Approved,Current
L007246,C00956,B030,Home,220400,11.65,48,2023-01-15,2023-01-26,Approved,Current
L007247,C03410,B007,Personal,9700,8.76,48,2024-03-20,2024-03-31,Approved,Current
L007248,C01920,B005,Business,126900,12.64,60,2025-02-16,2025-02-25,Approved,Current
L007249,C02933,B026,Personal,18400,11.28,48,2025-02-26,2025-03-14,Approved,Current
L007250,C00188,B018,Auto,0,13.83,24,2024-09-25,2024-10-15,Rejected,Current
L007251,C00208,B028,Home,311200,10.75,48,2023-08-25,2023-09-14,Approved,Current
L007252,C00074,B018,Home,387300,10.97,48,2024-12-10,2024-12-24,Approved,Current
L007253,C04769,B028,Auto,44600,12.79,48,2024-09-23,2024-10-13,Approved,Current
L007254,C02620,B016,Business,80800,13.61,24,2023-10-31,2023-11-11,Approved,Current
L007255,C01050,B002,Education,31100,9.17,24,2023-08-14,2023-08-24,Approved,Default
L007256,C04970,B008,Personal,0,13.46,60,2023-10-30,2023-11-01,Rejected,Current
L007257,C01882,B019,Education,48100,13.49,60,2023-07-11,2023-07-18,Approved,Current
L007258,C00515,B006,Education,0,11.71,12,2024-03-10,2024-03-11,Rejected,Current
L007259,C03329,B023,Business,87500,13.45,60,2024-12-06,2024-12-11,Approved,Current
L007260,C00280,B022,Business,0,11.06,24,2023-07-23,2023-08-07,Rejected,Current
L007261,C02987,B013,Auto,16700,13.57,60,2025-04-23,2025-05-04,Approved,Current
L007262,C04856,B028,Personal,0,12.7,24,2024-06-22,2024-07-12,Rejected,Current
L007263,C00556,B007,Auto,41600,14.75,84,2024-09-18,2024-10-06,Approved,Current
L007264,C03380,B020,Auto,0,11.54,72,2023-02-09,2023-02-18,Rejected,Current
L007265,C00291,B024,Education,0,12.78,24,2023-06-09,2023-06-10,Rejected,Current
L007266,C04881,B029,Auto,64400,11.19,12,2025-05-19,2025-06-08,Approved,Current
L007267,C02874,B028,Business,74300,13.35,12,2023-12-02,2023-12-08,Approved,Current
L007268,C03019,B005,Auto,20400,12.19,60,2024-07-02,2024-07-22,Approved,Current
L007269,C01623,B017,Personal,0,15.63,12,2023-05-23,2023-06-02,Rejected,Current
L007270,C04838,B027,Personal,25900,11.67,60,2024-05-14,2024-05-18,Approved,Current
L007271,C03552,B004,Business,74300,9.56,60,2023-09-22,2023-10-10,Approved,Current
L007272,C04179,B030,Personal,12900,13.13,36,2025-01-06,2025-01-18,Approved,Current
L007273,C03276,B001,Personal,23200,12.05,60,2025-04-11,2025-04-20,Approved,Current
L007274,C02012,B030,Auto,17200,12.44,60,2025-11-30,2025-12-17,Approved,Current
L007275,C02690,B030,Business,70700,15.17,60,2023-02-05,2023-02-22,Approved,Current
L007276,C00083,B006,Auto,0,14.67,24,2025-07-20,2025-08-03,Rejected,Current
L007277,C03996,B006,Business,142600,13.63,48,2024-07-30,2024-08-08,Approved,Current
L007278,C00648,B003,Personal,0,14.28,12,2023-02-02,2023-02-21,Rejected,Current
L007279,C04247,B010,Personal,0,10.48,48,2025-06-20,2025-07-03,Rejected,Current
L007280,C03693,B022,Auto,60800,13.57,48,2025-05-08,2025-05-11,Approved,Current
L007281,C01758,B011,Business,71900,12.59,72,2024-03-28,2024-04-15,Approved,Current
L007282,C04956,B023,Home,750000,9.33,12,2023-03-15,2023-03-24,Approved,Current
L007283,C03340,B014,Personal,39300,13.67,48,2025-05-24,2025-06-09,Approved,Current
L007284,C03658,B004,Auto,37200,15.25,60,2025-11-15,2025-12-03,Approved,Current
L007285,C04211,B007,Business,0,13.43,48,2024-11-20,2024-11-27,Rejected,Current
L007286,C03153,B026,Personal,13300,12.99,36,2025-12-13,2025-12-31,Approved,Current
L007287,C00726,B010,Personal,0,13.26,60,2023-07-25,2023-08-08,Rejected,Current
L007288,C01108,B001,Home,207700,10.98,84,2025-11-18,2025-11-28,Approved,Current
L007289,C04983,B029,Personal,8200,14.78,12,2023-09-25,2023-10-05,Approved,Current
L007290,C02826,B009,Home,72100,11.48,24,2023-02-01,2023-02-07,Approved,Current
L007291,C04906,B010,Personal,19100,12.47,48,2023-05-13,2023-05-16,Approved,Current
L007292,C02202,B003,Personal,19400,11.15,48,2023-10-10,2023-10-27,Approved,Current
L007293,C01841,B028,Home,0,12.64,60,2023-06-16,2023-06-18,Rejected,Current
L007294,C04349,B022,Personal,7800,9.44,12,2023-01-16,2023-01-23,Approved,Current
L007295,C02496,B009,Personal,6100,13.29,24,2024-09-05,2024-09-17,Approved,Current
L007296,C03945,B018,Business,62600,13.86,72,2024-09-28,2024-09-29,Approved,Current
L007297,C00825,B003,Personal,14700,8.68,12,2023-07-29,2023-08-18,Approved,Current
L007298,C04603,B007,Auto,46800,10.73,36,2024-08-17,2024-08-22,Approved,Current
L007299,C01735,B016,Business,88400,14.3,48,2023-07-28,2023-08-10,Approved,Current
L007300,C00351,B010,Personal,32300,10.61,36,2024-06-09,2024-06-28,Approved,Current
L007301,C04914,B007,Personal,25100,13.46,36,2023-10-24,2023-10-30,Approved,Current
L007302,C02174,B007,Auto,42400,14.02,36,2024-08-08,2024-08-13,Approved,Current
L007303,C03286,B025,Home,0,13.2,36,2024-04-17,2024-04-22,Rejected,Current
L007304,C00835,B005,Home,0,13.04,36,2023-06-21,2023-07-09,Rejected,Current
L007305,C01988,B026,Business,70700,14.46,24,2025-04-20,2025-04-30,Approved,Current
L007306,C03822,B030,Personal,67400,10.14,72,2024-06-19,2024-07-08,Approved,Current
L007307,C03672,B011,Auto,11200,13.27,60,2023-10-04,2023-10-06,Approved,Current
L007308,C04992,B007,Education,23800,12.13,12,2024-05-19,2024-05-30,Approved,Current
L007309,C03003,B007,Personal,23400,11.38,60,2024-04-26,2024-04-27,Approved,Current
L007310,C02510,B026,Personal,6400,12.5,60,2025-07-23,2025-07-29,Approved,Current
L007311,C02673,B025,Auto,0,11.6,72,2025-08-11,2025-08-25,Rejected,Current
L007312,C03443,B023,Education,83900,11.92,60,2023-09-23,2023-09-26,Approved,Default
L007313,C04159,B004,Personal,19800,13.93,72,2023-11-14,2023-11-21,Approved,Current
L007314,C04847,B022,Home,134900,13.62,60,2025-02-02,2025-02-17,Approved,Default
L007315,C04122,B012,Personal,20200,10.74,12,2024-08-22,2024-09-10,Approved,Current
L007316,C04097,B022,Home,0,14.77,60,2024-07-15,2024-07-22,Rejected,Current
L007317,C01938,B002,Personal,46200,10.08,48,2025-11-30,2025-12-03,Approved,Current
