Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Days_Late,Payment_Status
P0018626,L000371,2024-10-26,2253.42,0,On Time
P0018627,L000554,2024-03-06,1611.36,10,Late
P0018628,L001697,2024-08-02,842.9,10,Late
P0018629,L000663,2025-10-04,388.05,7,Late
P0018630,L005793,2026-02-09,1997.46,0,On Time
P0018631,L000878,2025-05-22,407.85,0,On Time
P0018632,L006590,2026-07-29,626.76,7,Late
P0018633,L007973,2023-12-01,383.22,9,Late
P0018634,L001873,2025-07-04,254.29,11,Late
P0018635,L006556,2024-06-10,347.74,0,On Time
P0018636,L002995,2024-07-31,358.76,0,On Time
P0018637,L003431,2024-07-24,858.45,0,On Time
P0018638,L001257,2025-08-24,543.8,4,Late
P0018639,L007494,2024-02-12,3038.59,0,On Time
P0018640,L005421,2025-12-28,433.68,11,Late
P0018641,L002979,2025-02-24,340.03,13,Late
P0018642,L001424,2023-07-30,2535.6,0,On Time
P0018643,L003095,2024-09-22,2431.07,0,On Time
P0018644,L007648,2024-04-20,545.36,0,On Time
P0018645,L001679,2023-11-19,1589.95,0,On Time
P0018646,L007633,2024-11-14,2076.93,9,Late
P0018647,L003867,2023-07-10,350.63,0,On Time
P0018648,L004207,2024-08-16,916.06,0,On Time
P0018649,L002466,2023-02-10,285.2,0,On Time
P0018650,L001489,2025-09-26,710.21,25,Severely Late
P0018651,L004321,2024-11-04,919.12,25,Severely Late
P0018652,L007440,2023-07-07,1045.94,14,Late
P0018653,L006689,2024-06-17,755.36,2,Late
P0018654,L007819,2023-10-23,647.62,0,On Time
P0018655,L003138,2024-09-30,585.44,0,On Time
P0018656,L007450,2023-12-22,335.03,7,Late
P0018657,L001775,2026-03-31,1889.06,0,On Time
P0018658,L005793,2026-03-12,2894.17,0,On Time
P0018659,L002244,2024-05-29,1948.37,2,Late
P0018660,L000421,2024-01-13,1703.69,3,Late
P0018661,L005590,2024-09-13,1140.47,8,Late
P0018662,L000262,2025-12-03,1137.73,12,Late
P0018663,L004505,2025-11-28,2046.7,11,Late
P0018664,L004998,2024-10-03,410.62,0,On Time
P0018665,L003077,2024-12-11,1433.47,0,On Time
P0018666,L004626,2026-06-04,894.15,17,Severely Late
P0018667,L001516,2025-11-18,588.33,5,Late
P0018668,L000269,2023-11-17,575.07,15,Late
P0018669,L003653,2025-05-13,918.34,1,Late
P0018670,L003038,2026-02-24,878.9,0,On Time
P0018671,L003147,2024-03-24,1264.95,0,On Time
P0018672,L004371,2025-01-19,726.56,15,Late
P0018673,L002704,2024-11-16,851.4,5,Late
P0018674,L001456,2025-03-20,1379.61,4,Late
P0018675,L003759,2026-02-28,572.27,0,On Time
P0018676,L000340,2025-04-27,1176.54,9,Late
P0018677,L007656,2023-05-21,1646.49,4,Late
P0018678,L005610,2025-12-11,1402.99,2,Late
P0018679,L000800,2025-04-09,1158.07,0,On Time
P0018680,L007666,2024-02-18,292.89,0,On Time
P0018681,L002592,2025-06-01,720.94,0,On Time
P0018682,L003710,2023-11-11,954.19,0,On Time
P0018683,L001689,2023-02-21,1202.46,10,Late
P0018684,L006840,2024-10-29,302.72,1,Late
P0018685,L003972,2025-05-03,781.81,0,On Time
P0018686,L003211,2024-11-19,1477.46,11,Late
P0018687,L001064,2026-01-23,2357.46,0,On Time
P0018688,L001242,2024-05-27,501.73,12,Late
P0018689,L005219,2026-03-20,448.92,11,Late
P0018690,L005917,2026-03-21,740.22,0,On Time
P0018691,L006635,2025-10-03,6831.17,6,Late
P0018692,L002644,2024-12-10,2001.57,0,On Time
P0018693,L003359,2026-07-18,2033.02,14,Late
P0018694,L005610,2025-10-13,563.98,13,Late
P0018695,L007961,2025-09-24,1028.1,3,Late
P0018696,L003721,2025-11-24,1183.66,1,Late
P0018697,L000076,2024-12-24,1146.98,10,Late
P0018698,L006764,2025-08-25,353.18,0,On Time
P0018699,L001817,2026-01-28,269.55,1,Late
P0018700,L006389,2023-04-19,1688.35,1,Late
P0018701,L001574,2023-08-03,379.83,0,On Time
P0018702,L000564,2024-11-03,764.23,14,Late
P0018703,L005962,2024-02-02,464.14,3,Late
P0018704,L007699,2026-04-20,467.26,0,On Time
P0018705,L001509,2023-05-29,607.59,0,On Time
P0018706,L003097,2024-02-22,534.32,7,Late
P0018707,L007301,2024-10-18,1781.38,0,On Time
P0018708,L004076,2024-02-13,1243.79,2,Late
P0018709,L006251,2023-03-19,848.98,7,Late
P0018710,L000180,2023-12-13,680.66,0,On Time
P0018711,L001571,2025-07-25,921.36,1,Late
P0018712,L003061,2026-07-12,1137.76,0,On Time
P0018713,L004056,2023-11-02,317.45,6,Late
P0018714,L003290,2023-04-13,930.26,0,On Time
P0018715,L005370,2023-11-30,996.47,0,On Time
P0018716,L004279,2025-10-26,705.93,14,Late
P0018717,L004558,2024-03-12,342.49,0,On Time
P0018718,L004301,2024-04-01,455.54,13,Late
P0018719,L000655,2023-06-21,1366.51,13,Late
P0018720,L002527,2025-10-01,887.6,34,Severely Late
P0018721,L001389,2025-06-21,972.45,9,Late
P0018722,L004467,2023-04-05,548.66,5,Late
P0018723,L000464,2024-04-18,1717.35,13,Late
P0018724,L003106,2025-03-10,689.78,0,On Time
P0018725,L005266,2025-09-30,422.72,6,Late
P0018726,L007155,2024-07-20,1024.23,0,On Time
P0018727,L003490,2026-01-14,362.8,22,Severely Late
P0018728,L005754,2023-04-14,961.16,0,On Time
P0018729,L005552,2025-06-24,1327.99,8,Late
P0018730,L000313,2023-11-08,263.07,5,Late
P0018731,L000497,2023-08-28,1607.66,0,On Time
P0018732,L005028,2023-09-30,232.54,0,On Time
P0018733,L007732,2023-07-06,1440.1,0,On Time
P0018734,L000662,2026-03-23,948.74,0,On Time
P0018735,L005586,2025-03-07,1351.05,3,Late
P0018736,L004126,2023-08-11,426.39,6,Late
P0018737,L000046,2026-07-01,272.23,5,Late
P0018738,L002750,2026-02-10,1288.64,5,Late
P0018739,L002711,2026-06-25,315.47,12,Late
P0018740,L004622,2024-12-29,1037.2,5,Late
P0018741,L000359,2025-08-18,1949.96,10,Late
P0018742,L003735,2025-05-17,778.12,8,Late
P0018743,L002534,2026-04-03,820.83,8,Late
P0018744,L002251,2023-09-02,575.88,9,Late
P0018745,L002568,2023-09-24,1707.68,5,Late
P0018746,L004801,2024-02-05,757.39,0,On Time
P0018747,L006601,2025-02-04,1159.2,11,Late
P0018748,L004010,2023-02-20,255.52,17,Severely Late
P0018749,L002731,2025-01-29,605.23,0,On Time
P0018750,L005134,2023-05-20,706.76,11,Late
P0018751,L002700,2023-06-25,562.09,3,Late
P0018752,L000530,2023-07-18,678.9,7,Late
P0018753,L000720,2025-12-14,814.33,13,Late
P0018754,L002190,2025-03-16,855.84,11,Late
P0018755,L000695,2026-03-05,433.8,0,On Time
P0018756,L001319,2025-06-26,1514.32,0,On Time
P0018757,L006995,2026-01-02,589.52,0,On Time
P0018758,L002461,2023-11-23,4118.34,0,On Time
P0018759,L007122,2024-11-23,2955.24,4,Late
P0018760,L002385,2025-10-06,928.95,1,Late
P0018761,L003742,2025-03-06,732.26,0,On Time
P0018762,L001969,2024-06-05,1042.52,0,On Time
P0018763,L006692,2026-04-10,689.01,4,Late
P0018764,L006754,2024-09-12,778.42,0,On Time
P0018765,L002493,2025-09-22,1594.37,10,Late
P0018766,L001842,2024-08-05,441.93,4,Late
P0018767,L005125,2023-03-15,665.27,0,On Time
P0018768,L001529,2023-03-06,1059.23,7,Late
P0018769,L005660,2025-05-20,531.95,9,Late
P0018770,L001231,2023-02-05,896.96,14,Late
P0018771,L006696,2024-04-06,595.97,0,On Time
P0018772,L004699,2025-12-10,1379.14,0,On Time
P0018773,L005647,2024-12-05,670.05,8,Late
P0018774,L002678,2024-09-04,1346.42,0,On Time
P0018775,L004814,2023-03-29,482.3,6,Late
P0018776,L007489,2023-03-31,505.46,10,Late
P0018777,L004539,2025-07-01,2306.93,2,Late
P0018778,L005323,2023-05-13,303.0,4,Late
P0018779,L002398,2023-06-04,586.27,0,On Time
P0018780,L001255,2025-01-30,743.07,6,Late
P0018781,L000879,2026-05-18,238.39,7,Late
P0018782,L005213,2026-02-22,703.97,0,On Time
P0018783,L006282,2023-07-12,221.78,4,Late
P0018784,L000903,2025-08-22,938.83,6,Late
P0018785,L007408,2024-03-23,894.19,8,Late
P0018786,L001356,2025-07-09,184.71,0,On Time
P0018787,L004525,2026-04-03,701.82,0,On Time
P0018788,L001624,2025-08-14,694.26,0,On Time
P0018789,L006579,2024-06-20,634.76,0,On Time
P0018790,L001512,2025-10-09,463.98,0,On Time
P0018791,L006767,2025-12-30,1176.09,11,Late
P0018792,L002806,2023-10-21,390.28,9,Late
P0018793,L005021,2024-06-11,1250.23,0,On Time
P0018794,L004210,2023-08-19,1683.51,0,On Time
P0018795,L004043,2025-09-04,588.96,8,Late
P0018796,L000502,2023-08-17,516.58,9,Late
P0018797,L003563,2024-04-16,884.15,2,Late
P0018798,L003019,2025-07-24,1697.98,17,Severely Late
P0018799,L003223,2023-08-08,276.12,11,Late
P0018800,L003927,2023-10-15,667.39,9,Late
P0018801,L003445,2024-03-02,774.21,15,Late
P0018802,L002966,2025-04-02,1171.56,0,On Time
P0018803,L006386,2023-07-06,824.29,0,On Time
P0018804,L006748,2025-08-28,1055.25,0,On Time
P0018805,L002189,2024-01-13,937.76,0,On Time
P0018806,L006261,2026-02-20,791.07,4,Late
P0018807,L000759,2024-07-24,1203.83,0,On Time
P0018808,L007339,2025-12-01,842.84,5,Late
P0018809,L005757,2025-04-09,962.94,7,Late
P0018810,L005804,2026-01-01,840.23,0,On Time
P0018811,L007476,2023-08-10,641.24,4,Late
P0018812,L006652,2023-12-19,1518.09,0,On Time
P0018813,L002006,2023-05-21,1948.35,7,Late
P0018814,L006368,2026-02-08,736.98,0,On Time
P0018815,L003515,2024-04-20,407.49,6,Late
P0018816,L002496,2024-11-29,1549.31,0,On Time
P0018817,L004109,2025-02-28,473.01,0,On Time
P0018818,L005964,2024-02-15,2080.07,0,On Time
P0018819,L006594,2025-11-08,1852.38,0,On Time
P0018820,L006730,2024-12-12,879.36,22,Severely Late
P0018821,L001870,2026-05-17,487.41,0,On Time
P0018822,L005975,2025-10-23,916.58,2,Late
P0018823,L007331,2025-04-16,761.47,3,Late
P0018824,L007259,2026-06-17,659.33,6,Late
P0018825,L007332,2025-11-18,2303.78,2,Late
P0018826,L003234,2026-03-24,1144.24,5,Late
P0018827,L004044,2025-01-10,1360.46,13,Late
P0018828,L007426,2024-09-17,370.36,9,Late
P0018829,L001964,2023-03-03,2120.38,26,Severely Late
P0018830,L007686,2023-10-18,468.85,5,Late
P0018831,L003579,2023-02-25,749.31,0,On Time
P0018832,L001226,2026-05-03,871.73,5,Late
P0018833,L005732,2024-03-22,1339.97,0,On Time
P0018834,L004660,2024-11-01,1826.57,12,Late
P0018835,L007363,2024-08-06,1112.09,3,Late
P0018836,L007194,2026-07-10,1303.26,7,Late
P0018837,L006786,2024-11-04,193.65,0,On Time
P0018838,L002049,2025-08-01,1700.1,0,On Time
P0018839,L006019,2024-12-14,997.68,0,On Time
P0018840,L007927,2024-01-12,779.16,11,Late
P0018841,L007538,2025-05-26,1029.05,0,On Time
P0018842,L002801,2026-04-21,947.03,2,Late
P0018843,L000992,2025-09-04,1213.95,16,Severely Late
P0018844,L000267,2023-12-21,437.93,0,On Time
P0018845,L007322,2026-07-25,758.5,10,Late
P0018846,L002739,2026-04-30,443.05,1,Late
P0018847,L006110,2024-03-30,1311.23,12,Late
P0018848,L001781,2024-04-17,1207.94,0,On Time
P0018849,L001817,2025-08-03,633.12,13,Late
P0018850,L002491,2026-04-05,297.59,14,Late
P0018851,L004729,2024-03-01,236.88,0,On Time
P0018852,L003589,2023-11-04,1161.43,9,Late
P0018853,L000729,2024-03-07,1288.18,15,Late
P0018854,L002483,2025-06-13,646.62,0,On Time
P0018855,L003083,2025-01-07,534.97,0,On Time
P0018856,L001291,2023-12-30,249.61,0,On Time
P0018857,L006023,2024-05-16,166.86,5,Late
P0018858,L002543,2025-12-03,2023.55,1,Late
P0018859,L003662,2023-09-04,672.01,2,Late
P0018860,L004239,2024-05-03,1151.65,2,Late
P0018861,L004155,2025-12-19,1189.35,8,Late
P0018862,L007086,2025-06-09,473.64,8,Late
P0018863,L002243,2024-03-06,669.24,24,Severely Late
P0018864,L007247,2024-06-10,2110.93,9,Late
P0018865,L001383,2024-12-21,591.94,15,Late
P0018866,L003304,2023-10-16,877.98,3,Late
P0018867,L003276,2026-05-11,1097.41,7,Late
P0018868,L003583,2026-06-10,1681.68,2,Late
P0018869,L006240,2023-11-20,1439.63,0,On Time
P0018870,L007840,2024-09-17,403.16,7,Late
P0018871,L005472,2023-07-05,1319.3,5,Late
P0018872,L004619,2024-12-19,505.59,0,On Time
P0018873,L007147,2023-07-25,565.45,13,Late
P0018874,L003931,2026-02-13,430.98,0,On Time
P0018875,L004663,2025-09-06,930.47,2,Late
P0018876,L000604,2026-06-08,729.59,1,Late
P0018877,L002227,2024-11-07,3135.76,0,On Time
P0018878,L002811,2023-07-26,2229.11,0,On Time
P0018879,L003079,2023-06-18,572.27,3,Late
P0018880,L004042,2025-10-21,402.0,3,Late
P0018881,L001572,2024-08-09,681.97,2,Late
P0018882,L006730,2023-10-31,1119.4,0,On Time
P0018883,L003243,2025-10-19,784.25,0,On Time
P0018884,L006569,2023-10-28,1276.15,0,On Time
P0018885,L007455,2024-10-05,259.98,0,On Time
P0018886,L002266,2024-05-04,2029.17,11,Late
P0018887,L003746,2024-11-05,3199.54,0,On Time
P0018888,L006798,2026-02-06,268.81,0,On Time
P0018889,L000356,2026-05-22,1273.15,0,On Time
P0018890,L004799,2025-05-06,931.92,0,On Time
P0018891,L000311,2026-01-20,1172.59,2,Late
P0018892,L003705,2023-06-05,203.43,10,Late
P0018893,L001603,2023-05-15,231.46,16,Severely Late
P0018894,L004529,2023-12-29,838.86,0,On Time
P0018895,L000892,2023-07-27,554.66,0,On Time
P0018896,L000966,2025-06-12,576.28,11,Late
P0018897,L004335,2026-07-22,1066.25,14,Late
P0018898,L002713,2024-09-07,1878.55,0,On Time
P0018899,L003905,2026-06-08,406.62,7,Late
P0018900,L000150,2024-04-15,872.38,5,Late
P0018901,L003228,2024-01-03,506.71,0,On Time
P0018902,L005519,2025-03-24,942.94,0,On Time
P0018903,L004487,2023-03-26,713.08,0,On Time
P0018904,L005003,2025-04-28,1251.02,0,On Time
P0018905,L004643,2023-10-01,325.18,0,On Time
P0018906,L001357,2024-06-27,1305.12,3,Late
P0018907,L006873,2024-09-01,496.21,0,On Time
P0018908,L007180,2025-08-12,441.19,7,Late
P0018909,L000524,2026-01-14,629.59,26,Severely Late
P0018910,L002430,2024-11-01,1981.46,7,Late
P0018911,L004981,2025-08-21,945.35,22,Severely Late
P0018912,L001244,2024-01-20,940.43,16,Severely Late
P0018913,L002419,2023-03-16,1575.19,0,On Time
P0018914,L003170,2024-01-21,132.05,7,Late
P0018915,L003105,2024-03-02,366.74,11,Late
P0018916,L007364,2024-02-05,764.11,0,On Time
P0018917,L006019,2024-09-02,1382.21,0,On Time
P0018918,L007962,2024-04-01,1081.93,13,Late
P0018919,L003231,2026-07-10,1035.51,0,On Time
P0018920,L001730,2026-07-01,927.79,8,Late
P0018921,L003418,2026-03-15,2828.9,6,Late
P0018922,L003847,2024-12-15,1852.56,17,Severely Late
P0018923,L005130,2025-04-20,899.9,16,Severely Late
P0018924,L001610,2024-10-03,1059.23,1,Late
P0018925,L003345,2025-11-22,1005.0,0,On Time
P0018926,L004502,2025-03-26,83.84,7,Late
P0018927,L002980,2023-03-12,452.69,0,On Time
P0018928,L003144,2024-03-10,771.09,0,On Time
P0018929,L007928,2025-11-15,1591.61,1,Late
P0018930,L007416,2025-09-03,1041.28,2,Late
P0018931,L003832,2025-08-04,1247.43,0,On Time
P0018932,L006611,2025-03-08,470.46,0,On Time
P0018933,L006417,2026-02-28,642.26,11,Late
P0018934,L004809,2025-05-25,264.39,5,Late
P0018935,L006353,2024-02-01,1304.97,0,On Time
P0018936,L000676,2025-07-27,594.18,21,Severely Late
P0018937,L007676,2023-11-10,457.22,0,On Time
P0018938,L006031,2023-02-23,1040.32,8,Late
P0018939,L001763,2023-03-24,1811.63,17,Severely Late
P0018940,L001310,2023-02-05,1315.61,1,Late
P0018941,L000534,2023-11-26,903.16,10,Late
P0018942,L003264,2024-01-29,427.68,0,On Time
P0018943,L000867,2025-07-23,837.91,0,On Time
P0018944,L007354,2025-07-05,1046.95,9,Late
P0018945,L001995,2025-04-26,613.6,7,Late
P0018946,L005619,2025-05-16,1345.54,1,Late
P0018947,L005169,2024-03-05,447.6,0,On Time
P0018948,L007024,2023-11-23,377.42,0,On Time
P0018949,L006524,2026-07-21,498.0,0,On Time
P0018950,L007702,2026-01-24,554.87,0,On Time
P0018951,L003740,2024-01-03,1102.38,0,On Time
P0018952,L007205,2024-01-14,2023.53,0,On Time
P0018953,L001099,2025-03-27,1549.66,0,On Time
P0018954,L006421,2025-08-28,544.92,22,Severely Late
P0018955,L007865,2023-11-28,510.32,1,Late
P0018956,L001904,2025-11-29,536.1,0,On Time
P0018957,L005989,2024-09-26,606.65,0,On Time
P0018958,L001987,2025-11-21,1524.41,0,On Time
P0018959,L001067,2024-07-02,1933.99,9,Late
P0018960,L000818,2023-07-05,1916.05,13,Late
P0018961,L005006,2023-08-17,1260.84,11,Late
P0018962,L003251,2024-05-20,1102.92,6,Late
P0018963,L004475,2025-01-21,1646.73,1,Late
P0018964,L002205,2023-11-01,848.14,6,Late
P0018965,L001501,2025-04-11,806.93,1,Late
P0018966,L001478,2023-12-27,953.91,0,On Time
P0018967,L002653,2024-05-13,557.87,12,Late
P0018968,L007307,2025-05-24,1295.55,3,Late
P0018969,L005581,2023-07-26,467.93,7,Late
P0018970,L000351,2025-02-28,728.42,0,On Time
P0018971,L001152,2026-05-16,2482.84,20,Severely Late
P0018972,L004926,2026-05-16,1963.77,3,Late
P0018973,L000456,2024-05-14,1058.58,6,Late
P0018974,L001575,2023-07-05,350.23,0,On Time
P0018975,L007306,2026-05-20,678.46,0,On Time
P0018976,L001109,2025-11-26,1533.41,19,Severely Late
P0018977,L006775,2023-05-24,1224.95,0,On Time
P0018978,L002109,2024-10-15,757.78,3,Late
P0018979,L006278,2023-06-26,1917.8,4,Late
P0018980,L005961,2026-04-30,833.84,0,On Time
P0018981,L000481,2023-02-03,847.36,8,Late
P0018982,L005079,2025-04-15,1536.36,0,On Time
P0018983,L007802,2024-10-11,949.47,20,Severely Late
P0018984,L001850,2023-08-29,977.71,6,Late
P0018985,L002962,2025-04-19,466.93,3,Late
P0018986,L000994,2024-07-24,577.13,0,On Time
P0018987,L002818,2026-03-03,840.19,0,On Time
P0018988,L002603,2025-12-26,4549.72,15,Late
P0018989,L000504,2024-03-06,488.81,0,On Time
P0018990,L006429,2024-02-14,471.79,1,Late
P0018991,L002118,2024-07-23,883.86,0,On Time
P0018992,L004330,2023-02-15,2911.39,1,Late
P0018993,L007485,2023-07-30,1985.86,18,Severely Late
P0018994,L005906,2024-09-15,565.4,0,On Time
P0018995,L006124,2026-05-27,589.37,0,On Time
P0018996,L005078,2025-08-26,1027.79,24,Severely Late
P0018997,L007407,2024-12-24,630.23,6,Late
P0018998,L000645,2025-08-06,2688.58,1,Late
P0018999,L006540,2023-05-24,1180.49,20,Severely Late
P0019000,L003023,2026-03-01,411.77,16,Severely Late
P0019001,L002089,2026-03-24,693.63,0,On Time
P0019002,L006380,2025-07-04,1139.77,11,Late
P0019003,L000942,2023-12-21,1221.08,8,Late
P0019004,L000026,2024-04-26,914.77,0,On Time
P0019005,L005030,2023-11-12,707.3,0,On Time
P0019006,L000650,2023-09-06,1484.31,1,Late
P0019007,L007458,2025-04-24,2181.27,0,On Time
P0019008,L005884,2026-01-22,1421.7,6,Late
P0019009,L006664,2024-07-01,868.1,0,On Time
P0019010,L000917,2025-11-20,419.33,0,On Time
P0019011,L007246,2024-08-12,780.72,20,Severely Late
P0019012,L004920,2025-11-20,327.19,0,On Time
P0019013,L000521,2026-05-22,1056.92,16,Severely Late
P0019014,L007261,2023-12-13,1252.91,0,On Time
P0019015,L005738,2023-10-05,1461.52,17,Severely Late
P0019016,L007249,2024-11-16,1797.16,2,Late
P0019017,L004682,2023-12-18,942.78,0,On Time
P0019018,L000717,2025-01-25,1741.27,12,Late
P0019019,L000277,2023-12-21,627.66,1,Late
P0019020,L001701,2025-12-30,840.28,0,On Time
P0019021,L002143,2025-01-05,2367.26,0,On Time
P0019022,L006994,2025-01-12,1064.28,0,On Time
P0019023,L001913,2023-10-07,1427.47,13,Late
P0019024,L002554,2023-12-15,2012.06,0,On Time
P0019025,L004094,2025-05-23,698.3,0,On Time
P0019026,L006693,2023-06-18,1122.14,0,On Time
P0019027,L000083,2025-07-27,2491.47,10,Late
P0019028,L007981,2024-06-27,3430.71,4,Late
P0019029,L001430,2024-10-06,740.71,12,Late
P0019030,L006387,2023-12-15,452.84,17,Severely Late
P0019031,L006843,2026-04-24,1663.0,0,On Time
P0019032,L006888,2025-10-20,411.59,3,Late
P0019033,L001332,2026-01-03,1405.35,0,On Time
P0019034,L001304,2024-11-09,664.84,0,On Time
P0019035,L003808,2024-05-22,839.24,0,On Time
P0019036,L000383,2025-05-27,914.88,6,Late
P0019037,L004487,2026-01-06,1511.84,0,On Time
P0019038,L002051,2023-08-12,3208.37,0,On Time
P0019039,L000581,2024-06-05,3782.62,0,On Time
P0019040,L006274,2025-10-25,680.99,13,Late
P0019041,L007978,2025-10-17,821.97,0,On Time
P0019042,L006132,2025-10-30,676.51,6,Late
P0019043,L000598,2025-08-30,682.74,15,Late
P0019044,L002645,2026-04-03,842.32,14,Late
P0019045,L001700,2025-09-25,928.46,0,On Time
P0019046,L006290,2024-04-09,405.53,0,On Time
P0019047,L007835,2025-02-03,1024.59,2,Late
P0019048,L001672,2024-02-11,961.07,0,On Time
P0019049,L000641,2025-02-12,766.84,11,Late
P0019050,L006368,2026-06-22,502.97,2,Late
P0019051,L002013,2025-03-24,1628.02,0,On Time
P0019052,L002146,2023-08-12,1488.92,9,Late
P0019053,L005883,2024-11-02,734.38,6,Late
P0019054,L006505,2025-08-30,561.98,0,On Time
P0019055,L000900,2026-07-01,963.27,7,Late
P0019056,L006015,2025-10-19,464.7,22,Severely Late
P0019057,L002678,2024-11-10,753.04,4,Late
P0019058,L004417,2024-06-05,857.33,9,Late
P0019059,L001876,2024-12-27,328.58,16,Severely Late
P0019060,L003212,2024-02-23,522.14,12,Late
P0019061,L007675,2026-02-06,347.1,0,On Time
P0019062,L006083,2024-09-23,572.72,0,On Time
P0019063,L004687,2024-02-10,687.13,10,Late
P0019064,L001250,2025-09-29,780.96,13,Late
P0019065,L000755,2024-01-14,1569.99,0,On Time
P0019066,L004384,2023-11-26,1546.93,12,Late
P0019067,L005709,2023-07-31,1364.18,0,On Time
P0019068,L004625,2024-01-18,247.6,0,On Time
P0019069,L000459,2025-03-23,994.32,0,On Time
P0019070,L004896,2023-05-15,583.67,19,Severely Late
P0019071,L005182,2024-09-08,466.15,0,On Time
P0019072,L006244,2023-06-09,1302.46,0,On Time
P0019073,L004354,2023-09-25,1021.14,8,Late
P0019074,L003277,2024-01-06,996.18,0,On Time
P0019075,L001934,2026-04-15,476.33,18,Severely Late
P0019076,L002289,2025-05-09,1875.74,3,Late
P0019077,L000813,2024-09-06,2297.41,12,Late
P0019078,L005631,2023-11-17,391.62,5,Late
P0019079,L000764,2025-06-15,595.01,5,Late
P0019080,L000749,2025-08-05,590.96,13,Late
P0019081,L003941,2024-11-25,728.91,9,Late
P0019082,L005300,2025-04-28,994.58,15,Late
P0019083,L001310,2025-02-23,460.44,0,On Time
P0019084,L003523,2025-08-07,2198.13,6,Late
P0019085,L003275,2025-05-10,1884.44,0,On Time
P0019086,L002143,2024-04-09,525.85,0,On Time
P0019087,L002077,2026-03-17,473.08,0,On Time
P0019088,L005476,2024-06-26,2047.49,0,On Time
P0019089,L001022,2025-02-24,673.85,6,Late
P0019090,L000566,2023-05-21,458.97,0,On Time
P0019091,L002042,2024-08-27,1055.59,4,Late
P0019092,L000872,2023-11-12,1482.15,3,Late
P0019093,L003794,2023-04-04,502.78,3,Late
P0019094,L001283,2026-02-16,805.67,4,Late
P0019095,L000010,2024-08-19,535.28,4,Late
P0019096,L007439,2025-05-20,2296.69,21,Severely Late
P0019097,L003498,2024-11-06,449.2,4,Late
P0019098,L006173,2025-12-27,384.27,2,Late
P0019099,L000262,2023-05-12,875.49,0,On Time
P0019100,L000493,2025-10-13,626.45,0,On Time
P0019101,L005700,2025-08-01,1313.8,15,Late
P0019102,L005305,2024-04-07,1212.92,11,Late
P0019103,L003688,2024-08-30,172.93,11,Late
P0019104,L000908,2025-11-14,2091.6,16,Severely Late
P0019105,L005229,2026-06-02,1694.5,7,Late
P0019106,L002561,2023-11-27,1692.66,19,Severely Late
P0019107,L004431,2026-06-06,1325.28,0,On Time
P0019108,L003479,2023-12-16,1049.94,0,On Time
P0019109,L006620,2023-06-17,323.33,2,Late
P0019110,L003046,2025-03-03,1178.13,6,Late
P0019111,L003189,2024-12-23,1224.33,7,Late
P0019112,L004864,2026-05-12,2029.42,13,Late
P0019113,L002916,2026-04-18,1250.5,3,Late
P0019114,L004282,2025-08-07,2967.32,10,Late
P0019115,L007741,2024-03-02,428.33,2,Late
P0019116,L004291,2025-08-06,4757.55,0,On Time
P0019117,L005417,2025-03-04,423.36,6,Late
P0019118,L001196,2023-11-24,546.62,9,Late
P0019119,L003814,2025-04-02,1464.61,3,Late
P0019120,L006976,2023-09-11,740.68,3,Late
P0019121,L000191,2024-03-18,4076.19,0,On Time
P0019122,L001934,2024-12-18,888.24,0,On Time
P0019123,L002468,2025-08-29,988.96,9,Late
P0019124,L005204,2024-09-15,1205.28,0,On Time
P0019125,L007775,2025-09-14,896.31,0,On Time
P0019126,L004631,2024-07-15,1266.48,5,Late
P0019127,L001371,2024-06-02,355.78,0,On Time
P0019128,L002445,2025-04-21,2443.47,3,Late
P0019129,L001830,2023-02-25,516.32,16,Severely Late
P0019130,L001338,2023-05-20,355.07,3,Late
P0019131,L004283,2023-02-04,554.16,0,On Time
P0019132,L005631,2024-07-29,2640.23,3,Late
P0019133,L007127,2023-07-12,573.63,0,On Time
P0019134,L004297,2025-06-12,464.39,0,On Time
P0019135,L007461,2025-04-25,353.32,0,On Time
P0019136,L005936,2024-01-11,454.41,16,Severely Late
P0019137,L001004,2025-08-04,699.35,0,On Time
P0019138,L007248,2023-05-18,582.69,19,Severely Late
P0019139,L005302,2023-06-19,1386.05,11,Late
P0019140,L004347,2025-09-15,715.02,18,Severely Late
P0019141,L001940,2025-03-04,472.17,0,On Time
P0019142,L003394,2023-06-11,1919.36,11,Late
P0019143,L006930,2025-11-23,650.55,1,Late
P0019144,L003083,2023-05-08,1276.68,11,Late
P0019145,L000828,2023-02-05,1316.7,0,On Time
P0019146,L006990,2025-04-01,681.4,3,Late
P0019147,L002471,2023-12-20,769.34,2,Late
P0019148,L003967,2024-05-30,844.76,4,Late
P0019149,L000744,2023-11-15,1509.89,15,Late
P0019150,L007596,2025-07-24,474.76,7,Late
P0019151,L005180,2026-01-28,667.72,2,Late
P0019152,L005452,2026-01-07,2187.68,0,On Time
P0019153,L006344,2023-09-12,1017.44,0,On Time
P0019154,L002663,2023-08-10,1900.88,0,On Time
P0019155,L000307,2024-07-08,391.99,0,On Time
P0019156,L001967,2023-06-04,2530.03,11,Late
P0019157,L001574,2025-12-11,1349.5,7,Late
P0019158,L006074,2023-03-08,1463.75,19,Severely Late
P0019159,L003014,2023-11-10,476.77,0,On Time
P0019160,L006717,2023-12-01,1739.64,3,Late
